id,name,cuis
DOID:0060540,Hermansky-Pudlak syndrome 2,"['C1842362', 'C0079504']"
OMIM:271250,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3; SCAR3",['C1849094']
HP:0007988,Macular hypopigmentation,['C4024759']
HP:0005420,Recurrent gram-negative bacterial infections,['C4025198']
DOID:0050413,Staphylococcus aureus impetigo,"['C0038172', 'C0021099', 'C0858298']"
HP:0200041,Skin erosion,['C3887524']
HP:0009892,Anotia,"['C1408788', 'C0702139']"
HP:0005145,Coronary artery stenosis,['C0242231']
DOID:9971,hypervitaminosis D,['C1442839']
OMIM:615279,CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3,['C3809006']
OMIM:613589,LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6; LDLCQ6,['C3150834']
DOID:13249,pneumatosis cystoides intestinalis,['C0032266']
DOID:0050228,amebic dysentery,['C0013370']
OMIM:308240,"LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1; XLP1",['C0549463']
OMIM:601027,"TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLAR ARACHNOID CYST, AND OTHER ANOMALIES",['C1832859']
HP:0004297,Abnormality of the biliary system,['C0940767']
HP:0001669,Transposition of the great arteries,['C3536741']
HP:0100654,Retrobulbar optic neuritis,['C0085582']
HP:0031601,P pulmonale,['C0232308']
DOID:2562,suppurative periapical periodontitis,['C0031024']
HP:0040229,Decreased level of thrombomodulin,['C4255334']
HP:0009306,Triangular shaped distal phalanx of the 4th finger,['C4024455']
OMIM:617063,MEIER-GORLIN SYNDROME 7; MGORS7,['C4310738']
OMIM:608709,"LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD",['C3887501']
OMIM:608244,OTOSCLEROSIS 3; OTSC3,['C1842353']
DOID:5123,mediastinum leiomyoma,['C1334659']
OMIM:614815,JOUBERT SYNDROME 18; JBTS18,['C3553758']
HP:0011709,Atrioventricular dissociation,['C0004331']
DOID:0060644,chondrodysplasia-pseudohermaphroditism syndrome,['C1838654']
OMIM:261800,PIERRE ROBIN SYNDROME; PRBNS,['C0031900']
HP:0000337,Broad forehead,['C1849089']
OMIM:615412,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4; CDCBM4",['C3809420']
OMIM:277600,WEILL-MARCHESANI SYNDROME 1; WMS1,['C1869114']
HP:0004195,Osteolytic defects of the phalanges of the 4th finger,"['C4020832', 'C4025409']"
DOID:6933,bladder transitional cell papilloma,"['C0235754', 'C1384678']"
OMIM:603740,"ACRODYSPLASIA WITH OSSIFICATION ABNORMALITIES, SHORT STATURE, AND FIBULAR HYPOPLASIA",['C1863556']
DOID:5651,anaplastic carcinoma,"['C0205696', 'C0205696']"
HP:0010592,Abnormality of the distal tibial epiphysis,['C4023781']
DOID:9550,indolent myeloma,['C1334169']
DOID:12256,adrenogenital disease,['C0012634']
OMIM:616299,LIPOYLTRANSFERASE 1 DEFICIENCY; LIPT1D,['C4225379']
HP:0025555,Periungual teleangiectasia,[]
OMIM:186550,LIEBENBERG SYNDROME; LBNBG,['C1861313']
DOID:11213,acute contagious conjunctivitis,['C1313983']
HP:0002329,Drowsiness,['C0013144']
OMIM:251240,MICROCEPHALY WITH CHEMOTACTIC DEFECT AND TRANSIENT HYPOGAMMAGLOBULINEMIA,['C1855078']
HP:0030518,Congruous homonymous hemianopia,['C4072997']
HP:0001449,Duplication of metatarsal bones,['C4025778']
OMIM:300554,"HYPOPHOSPHATEMIC RICKETS, X-LINKED RECESSIVE",['C1845168']
HP:0012053,Low serum calcifediol,['C4023064']
OMIM:612089,HYPOPHOSPHATEMIC RICKETS AND HYPERPARATHYROIDISM,['C2677524']
HP:0005093,Absent proximal radial epiphyses,['C1855301']
OMIM:159700,MYOCLONUS AND ATAXIA,['C1834580']
HP:0002860,Squamous cell carcinoma,"['C0751688', 'C0007137']"
HP:0007962,Speckled corneal dystrophy,['C4021857']
DOID:9946,steroid-induced glaucoma,['C0339578']
DOID:6192,inflammatory MFH,['C1334180']
OMIM:617542,"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 2; HGPPS2",['C4479640']
HP:0025479,Self-neglect,['C0424359']
DOID:14793,hypohidrotic ectodermal dysplasia,['C0162359']
DOID:7048,vulvar basaloid squamous cell carcinoma,"['C2211850', 'C1520073']"
HP:0100378,Absent distal phalanx of the 3rd toe,['C4021011']
DOID:3765,pseudohermaphroditism,"['C0021193', 'C0033804']"
DOID:14727,dominant cogenital severe sensorineural deafness,"['C0395971', 'C1527180', 'C0205082', 'C0018784']"
OMIM:614947,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15,['C3554182']
DOID:7134,esophagus small cell carcinoma,['C1112474']
DOID:83,cataract,['C0029531']
HP:0004397,Ectopic anus,['C0266231']
DOID:0111052,Scott syndrome,['C0796149']
HP:0004373,Focal dystonia,['C0743332']
HP:0005559,Abnormality of the kinin-kallikrein system,['C4025178']
OMIM:607822,ALZHEIMER DISEASE 3; AD,['C1843013']
DOID:197,glandular cell epithelial neoplasm,['C1333820']
HP:0030016,Dyspareunia,['C1384606']
HP:0045080,Decreased number of CD3+ T cells,['C4477053']
HP:0005442,Widely patent coronal suture,['C1856778']
HP:0011466,Aplasia/Hypoplasia of the gallbladder,['C4023344']
DOID:0090116,spondylocarpotarsal synostosis syndrome,"['C1848934', 'C0391889', 'C0039082']"
DOID:0050684,Bowen-Conradi syndrome,"['C1859405', 'C0282102']"
HP:0009942,Duplication of thumb phalanx,['C4021370']
DOID:8259,bulbomembranous urethral cancer,['C1511339']
DOID:1475,lymphangioma,['C0024221']
HP:0040167,Facial papilloma,['C0343643']
HP:0000640,Gaze-evoked nystagmus,['C0271390']
OMIM:254600,MYELOPEROXIDASE DEFICIENCY; MPOD,['C0398595']
HP:0025112,Sound sensitivity,['C3843207']
DOID:0070081,schizophrenia 5,"['C1864153', 'C0036341']"
DOID:0050750,splenic marginal zone lymphoma,"['C0037993', 'C0242647', 'C0205284', 'C0432562']"
DOID:0060017,CD3epsilon deficiency,['C0011155']
OMIM:182255,SKELETAL DYSPLASIA WITH DELAYED EPIPHYSEAL AND CARPAL BONE OSSIFICATION,['C1866939']
DOID:1573,communicating hydrocephalus,['C0009451']
HP:0012146,Abnormality of von Willebrand factor,['C4023023']
OMIM:615401,IMMUNODEFICIENCY 8; IMD8,['C3809383']
HP:0001043,Prominent scalp veins,['C1856542']
DOID:11364,lens subluxation,['C0023316']
HP:0000773,Short ribs,['C0426817']
DOID:3149,keratoacanthoma,['C0022572']
HP:0003462,Elevated 8-dehydrocholesterol,['C1840013']
OMIM:132500,"EPISTAXIS, HEREDITARY",['C0339819']
DOID:0110610,primary ciliary dyskinesia 34,['C0008780']
DOID:11717,neonatal diabetes mellitus,['C0158981']
HP:0011813,Increased cerebral lipofuscin,['C4023177']
DOID:0110200,Charcot-Marie-Tooth disease dominant intermediate D,"['C0012634', 'C1527180', 'C0205103', 'C0227086']"
HP:0002655,Spondyloepiphyseal dysplasia,['C0038015']
OMIM:203740,ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY,['C2752074']
OMIM:241519,"HYPOPHOSPHATEMIA, RENAL, WITH INTRACEREBRAL CALCIFICATIONS",['C1855809']
HP:0012000,EEG with generalized spikes,['C2206531']
OMIM:611109,"CINNAMON ODOR, PLEASANTNESS OF",['C1970178']
HP:0031517,Verruciform xanthoma,"['C0043037', 'C0302314']"
DOID:5687,flat adenoma syndrome,"['C1266024', 'C0039082', 'C1333619']"
DOID:0060902,Norman-Roberts syndrome,['C0796089']
HP:0005913,Abnormality of metacarpal epiphyses,['C4025110']
DOID:478,breast vascular neoplasm,"['C0006141', 'C0282607', 'C0282607']"
HP:0025263,Stiff knee,['C0240129']
DOID:4737,somatoform disorder,"['C0037650', 'C0520482', 'C0029824']"
DOID:203,exostosis,['C1442903']
DOID:13515,tuberous sclerosis,['C0041341']
DOID:1570,ectropion,['C0013592']
DOID:0070079,schizophrenia 3,['C0036341']
HP:0030804,Trachyonychia,['C0546956']
HP:0003344,3-Methylglutaric aciduria,['C3151952']
OMIM:615286,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36; MRT36",['C3809039']
HP:0030223,Perseveration,['C0233651']
DOID:0050198,Chapare hemorrhagic fever,['C0019104']
DOID:9401,epididymo-orchitis,['C0149881']
HP:0012194,Episodic hemiplegia,['C1863061']
DOID:6852,eccrine angiomatous hamartoma,['C0406801']
OMIM:242050,"HYPOURICEMIA, HYPERCALCINURIA, AND DECREASED BONE DENSITY",['C1855793']
HP:0006732,Papillary renal cell carcinoma type 2,['C1336840']
OMIM:300919,"MENTAL RETARDATION, X-LINKED 99; MRX99",['C3806746']
OMIM:604315,"ANEMIA, CONGENITAL HYPOPLASTIC, WITH MULTIPLE CONGENITAL ANOMALIES/MENTAL RETARDATION SYNDROME",['C1858537']
DOID:3668,Picornaviridae infectious disease,['C0009450']
DOID:0050475,Weill-Marchesani syndrome,"['C0265313', 'C1869114', 'C1869115']"
HP:0005141,Episodes of ventricular tachycardia,['C1832602']
OMIM:615338,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16",['C3809173']
DOID:4841,malignant tumor of epidermal appendage,"['C0006826', 'C0014520', 'C0598782', 'C0221920']"
HP:0010350,Curved 2nd toe phalanx,['C4021288']
DOID:216,dental caries,"['C1456145', 'C0011334', 'C1456144']"
HP:0030989,Lymphoid cholangitis,['C4476898']
DOID:1328,Rift Valley fever,['C0035613']
DOID:2492,hereditary peripheral neuropathy,"['C0392553', 'C0392553']"
DOID:12156,arachnoiditis,['C0003708']
DOID:0050823,third-degree atrioventricular block,"['C2215935', 'C0151517']"
OMIM:612956,"VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2; VF2",['C2751829']
OMIM:178000,PTERYGIUM OF CONJUNCTIVA AND CORNEA,['C1867441']
DOID:0060450,Lisch epithelial corneal dystrophy,"['C2749050', 'C0521723']"
OMIM:189960,TRACHEOESOPHAGEAL FISTULA WITH OR WITHOUT ESOPHAGEAL ATRESIA,['C1861028']
DOID:7522,pediatric infratentorial ependymoblastoma,['C1332972']
HP:0005450,Calvarial osteosclerosis,['C1855657']
DOID:9841,hypotropia,['C0152208']
OMIM:615887,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5; AI2A5",['C4014578']
HP:0010291,Prominent palatine ridges,['C4021300']
HP:0003144,Increased serum serotonin,['C0877243']
HP:0031207,Hepatic hemangioma,['C0238246']
DOID:12712,nephronophthisis,['C0687120']
HP:0012688,Abnormality of pineal physiology,['C4022778']
OMIM:161900,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",['C0403443']
HP:0011565,Common atrium,['C0392482']
DOID:3177,verrucous papilloma,['C0334243']
HP:0012464,Decreased transferrin saturation,['C0919785']
DOID:2746,glycogen storage disease V,['C0017924']
DOID:9043,uterine cervix leukoplakia,['C0269194']
HP:0008569,"Microtia, second degree","['C4020794', 'C4020797', 'C4020796', 'C4020795', 'C4020792', 'C4020694', 'C4020793']"
HP:0012423,Colonic inertia,['C1257861']
HP:0025265,Stiff toe,['C1660792']
DOID:0060414,chromosome 2p12-p11.2 deletion syndrome,"['C3150804', 'C1521170', 'C1548711', 'C0008662', 'C1442161', 'C0039082']"
HP:0031632,Anomalous origin of the right subclavian artery from the descending aorta,"['C3277934', 'C0439659', 'C1269887', 'C0011666']"
HP:0004991,Rhizomelic arm shortening,['C1969532']
HP:0001638,Cardiomyopathy,['C0878544']
DOID:0110483,autosomal recessive nonsyndromic deafness 25,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
HP:0003161,4-Hydroxyphenylpyruvic aciduria,['C1848678']
HP:0011642,Abnormal coronary sinus morphology,['C0344680']
DOID:0050642,hypochromic microcytic anemia,"['C0271901', 'C0271901']"
DOID:0110880,holoprosencephaly 4,['C0079541']
DOID:0110030,alpha thalassemia-X-linked intellectual disability syndrome,"['C1845055', 'C0231170', 'C0002312']"
DOID:2491,sensory peripheral neuropathy,"['C0151313', 'C0699739']"
DOID:8419,colloid adenoma,['C0334329']
HP:0011402,Demyelinating sensory neuropathy,['C4023373']
HP:0001501,6 metacarpals,['C1861360']
DOID:6262,follicular dendritic cell sarcoma,['C1260325']
DOID:0110363,retinitis pigmentosa 71,['C0035334']
OMIM:123500,CROUZON SYNDROME,['C2931196']
HP:0007153,Progressive extrapyramidal movement disorder,['C2748610']
OMIM:187400,TESTICULAR TORSION,['C0037856']
HP:0100813,Testicular torsion,['C0037856']
HP:0040055,Short lower eyelashes,['C4022463']
HP:0000017,Nocturia,['C0028734']
OMIM:615523,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8; FECD8",['C3809798']
HP:0000232,Everted lower lip vermilion,"['C1853246', 'C1866234']"
OMIM:607432,LISSENCEPHALY 1; LIS1,['C0431375']
HP:0012163,Carotid artery dilatation,['C0340639']
OMIM:615925,"GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL; GHDP",['C1858656']
DOID:0050660,Beare-Stevenson cutis gyrata syndrome,"['C1852406', 'C0011646', 'C0796109']"
HP:0010341,Abnormality of the epiphyses of the 5th toe,['C4023893']
HP:0010637,Conjunctival amyloidosis,['C0268402']
HP:0009514,Bracket epiphysis of the middle phalanx of the 2nd finger,['C4024318']
OMIM:614037,LEUKOTRIENE C4 SYNTHASE DEFICIENCY,['C3279662']
HP:0011529,Multiple bilateral congenital hypertrophy of retinal pigment epithelium,['C4021144']
DOID:12335,male genital organ vascular disease,['C0042374']
DOID:10689,galactorrhea not associated with childbirth,"['C3665358', 'C1518422', 'C0005615', 'C0235660', 'C1518422', 'C1148523']"
HP:0004474,Persistent open anterior fontanelle,['C1849537']
OMIM:262000,BJORNSTAD SYNDROME; BJS,['C0266006']
HP:0000024,Prostatitis,['C0033581']
HP:0008353,Neutral hyperaminoaciduria,['C1856194']
DOID:0060213,FTDALS1,['C1862937']
HP:0011547,Absent left sided atrioventricular connection,['C0344629']
DOID:3310,atopic dermatitis,['C0011615']
OMIM:614873,PEROXISOME BIOGENESIS DISORDER 7B; PBD7B,['C3553951']
OMIM:246300,"LEPROSY, SUSCEPTIBILITY TO, 3; LPRS3",['C1968668']
DOID:11430,endometriosis in scar of skin,['C0156348']
DOID:0050180,Colorado tick fever encephalitis,"['C0009400', 'C0014038']"
DOID:0060111,fallopian tube benign neoplasm,"['C0205183', 'C0015558']"
HP:0008450,Narrow vertebral interpedicular distance,['C1832598']
OMIM:260570,PELGER-HUET-LIKE ANOMALY AND EPISODIC FEVER WITH ABDOMINAL PAIN,['C1850054']
OMIM:613804,MEIER-GORLIN SYNDROME 4; MGORS4,['C3151120']
DOID:5599,precursor T-lymphoblastic lymphoma/leukemia,"['C1301359', 'C0024299', 'C0023493']"
DOID:5861,myxoid chondrosarcoma,['C0334551']
OMIM:202200,GLUCOCORTICOID DEFICIENCY 1; GCCD1,['C1859974']
HP:0009780,Iliac horns,['C0263925']
HP:0001609,Hoarse voice,"['C0019825', 'C1854348']"
DOID:5382,Bartholin's gland adenoma,['C1511048']
DOID:14418,dracunculiasis,['C0013100']
DOID:6481,bladder signet ring cell adenocarcinoma,['C1332563']
DOID:9246,cerebral amyloid angiopathy,['C0268394']
HP:0030082,Abnormal drinking behavior,['C4022657']
HP:0040222,Maternal thrombophilia,['C4280721']
HP:0001032,Absent distal interphalangeal creases,['C1861349']
OMIM:120050,COXSACKIEVIRUS B3 SUSCEPTIBILITY; CXB3S,['C1861511']
DOID:0110154,Charcot-Marie-Tooth disease type 2A1,"['C0007959', 'C1547052']"
OMIM:616794,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28; COXPD28,['C4225206']
OMIM:182600,"SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT; SPG3A","['C2931355', 'C1459088']"
OMIM:309545,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 12; MRXS12",['C1839792']
DOID:0080143,congenital fibrosis of the extraocular muscles,"['C0016059', 'C0028863']"
DOID:0060766,autosomal dominant Robinow syndrome 1,"['C0265205', 'C0596142', 'C1527180', 'C0265205']"
DOID:0111064,autosomal recessive distal spinal muscular atrophy 1,"['C1858517', 'C0596142', 'C0393541']"
HP:0010635,Partial hyposmia,['C4023765']
OMIM:211960,"CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMAL PALMAR CREASES",['C1859356']
DOID:13014,shipyard eye,['C0014493']
HP:0005113,Dilatation of the aortic arch,['C1851119']
HP:0012280,Hepatic amyloidosis,['C0267839']
HP:0006095,Wide tufts of distal phalanges,['C1835101']
HP:0010854,EEG with generalized low amplitude activity,['C4021214']
OMIM:613796,IMMUNODEFICIENCY 31B; IMD31B,['C3151088']
DOID:5225,von Economo's disease,['C0014040']
HP:0012865,Sperm head anomaly,['C4022702']
HP:0040309,Increased size of the mandible,['C4280644']
HP:0009488,Absent epiphyses of the 2nd finger,['C4024336']
HP:0001220,Interphalangeal joint contracture of finger,['C4021784']
HP:0000056,Abnormality of the clitoris,['C4025893']
HP:0008498,No permanent dentition,['C4024666']
DOID:9297,lip disease,['C0023760']
DOID:0110064,amelogenesis imperfecta type 1H,"['C0002452', 'C1547052']"
DOID:3113,papillary carcinoma,['C0007133']
OMIM:601537,"MICROCEPHALY, RETINITIS PIGMENTOSA, AND SUTURAL CATARACT",['C1832214']
DOID:2426,gangliocytoma,['C0017075']
OMIM:605067,TRICUSPID ATRESIA,['C0243002']
HP:0031379,Abnormal T cell proliferation,"['C0205161', 'C1155046']"
OMIM:300259,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, X-LINKED",['C1866629']
OMIM:611182,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIh; CDG2H",['C1970021']
DOID:0050095,pulmonary sporotrichosis,['C0276728']
OMIM:613700,SUPERNUMERARY DER(22)t(8;22) SYNDROME,['C3150966']
DOID:820,myocarditis,['C0027059']
DOID:1269,thyroid gland tuberculosis,"['C0040132', 'C0041296']"
HP:0004482,Relative macrocephaly,['C1849075']
HP:0010386,Curved 5th toe phalanx,['C4021276']
HP:0002783,Recurrent lower respiratory tract infections,"['C3163798', 'C0585953', 'C0149725']"
HP:0000947,Dumbbell-shaped long bone,['C2749582']
OMIM:606581,"POLYSUBSTANCE ABUSE, SUSCEPTIBILITY TO; PSAB",['C1847831']
HP:0000108,Renal corticomedullary cysts,['C1968619']
HP:0003073,Hypoalbuminemia,['C0239981']
OMIM:129830,ECTRODACTYLY-CLEFT PALATE SYNDROME,['C1851848']
HP:0006850,Hypoplasia of the ventral pons,['C1843507']
HP:0006683,Abnormal ventricular filling,['C4025005']
DOID:4653,intraocular retinoblastoma,['C0278717']
HP:0100042,Broad 4th toe,['C4022379']
HP:0012102,Abnormal mitochondrial number,['C4023043']
OMIM:605967,ACROPECTORAL SYNDROME; ACRPS,['C1853812']
OMIM:613704,"MICROPHTHALMIA, ISOLATED 7; MCOP7",['C3150969']
HP:0011257,Serpiginous crus of helix,['C4021183']
DOID:1241,luxation of globe,['C0154806']
OMIM:119300,VAN DER WOUDE SYNDROME 1; VWS1,['C0175697']
HP:0031006,Acroparesthesia,['C0234221']
OMIM:604218,"ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES; FENIB",['C1858680']
DOID:13742,neurofibroma of spinal cord,['C1336047']
HP:0031403,Impaired pathogen-specific CD8 cytoxicity,"['C0221099', 'C0450254', 'C3540595', 'C1136169', 'C1367471']"
HP:0006379,Proximal tibial hypoplasia,['C1856029']
DOID:4072,duodenal disease,['C0013289']
OMIM:256370,"NEPHROTIC SYNDROME, TYPE 4; NPHS4",['C3151568']
DOID:0050416,Streptococcus agalactiae meningitis,"['C0154639', 'C0579233', 'C0025289']"
HP:0011230,Laterally extended eyebrow,['C4023451']
DOID:0110512,autosomal recessive nonsyndromic deafness 6,"['C2677304', 'C1415078', 'C0596142', 'C0011053']"
OMIM:181500,SCHIZOPHRENIA; SCZD,['C0036341']
OMIM:183020,"SPINAL MUSCULAR ATROPHY, SEGMENTAL",['C1866774']
DOID:672,spleen cancer,"['C0037999', 'C0153470']"
OMIM:617255,LISSENCEPHALY 8; LIS8,"['C2669526', 'C4310646']"
HP:0007109,Periventricular cysts,['C1839858']
HP:0100649,Neoplasm of the oral cavity,"['C0026640', 'C4280289', 'C0149744']"
HP:0006035,Cone-shaped epiphyses of phalanges 2 to 5,['C1857005']
OMIM:615226,"POLYDACTYLY, POSTAXIAL, TYPE A6; PAPA6",['C3808889']
DOID:0050825,endocardium disease,['C0854140']
DOID:12857,Achilles bursitis,['C0149846']
OMIM:615625,"SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE; SPG72","['C3810161', 'C3810160']"
DOID:0050074,tonsillar aspergillosis,['C0348989']
HP:3000011,Abnormality of palatoglossus muscle,['C4073220']
OMIM:148210,"KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT",['C0265336']
HP:0006541,Chronic obstructive airway disease from birth,['C3550579']
HP:0006112,Expanded phalanges with widened medullary cavities,['C1969287']
HP:0040149,Woolly scalp hair,"['C4015203', 'C4280292', 'C4280291', 'C4280293']"
OMIM:613062,"BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 5; BCC5",['C2751601']
DOID:4165,regional neuroblastoma,['C0278692']
HP:0006774,Ovarian papillary adenocarcinoma,['C4024979']
DOID:0080120,mitochondrial DNA depletion syndrome 2,"['C0012929', 'C0333668', 'C0039082']"
OMIM:300030,"DEAFNESS, X-LINKED 3; DFNX3",['C3888089']
DOID:0050673,mixed cerebral palsy,['C0751024']
HP:0030960,Abnormal pupillary morphology,['C4476877']
DOID:11481,constrictive pericarditis,['C0031048']
OMIM:614346,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 25; MRT25",['C3280544']
OMIM:617169,SOTOS SYNDROME 3; SOTOS3,"['C3301012', 'C4310684']"
HP:0030823,Scleral thickening,['C2674403']
OMIM:616708,DESANTO-SHINAWI SYNDROME; DESSH,"['C4225431', 'C4225239']"
DOID:12608,staphylococcal pneumonia,"['C0032308', 'C0032308']"
OMIM:613329,PLASMINOGEN ACTIVATOR INHIBITOR-1 DEFICIENCY,['C2750067']
DOID:0060240,UV-sensitive syndrome,"['C1833561', 'C0332324', 'C0039082']"
DOID:3204,neurilemmomatosis,['C1335929']
HP:0030974,Cryptozoospermia,['C3279550']
DOID:2717,Bloom syndrome,['C0005859']
HP:0030951,Skeletal muscle fibrosis,['C3670683']
OMIM:314390,"VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS; VACTERLX",['C2931228']
HP:0011676,Tetralogy of Fallot with absent subarterial conus,['C4023236']
DOID:10437,metastasis to lymph node,"['C2939419', 'C0024204']"
OMIM:614926,PERRAULT SYNDROME 2; PRLTS2,['C3554105']
DOID:0050277,subcutaneous fungi incertae sedis mycosis,"['C0521033', 'C0276906', 'C2242541', 'C0443315', 'C1053108', 'C0026946']"
DOID:1682,congenital heart disease,['C0018798']
HP:0040036,Onychogryposis of fingernail,['C4022477']
HP:0000227,Tongue telangiectasia,"['C4280668', 'C4025878']"
DOID:0050314,primary Erysipelotrichaceae infectious disease,"['C0948192', 'C1550587', 'C0277554']"
DOID:7587,supraglottis squamous cell carcinoma,['C0749163']
HP:0005550,Chronic lymphatic leukemia,['C0023434']
HP:0003241,External genital hypoplasia,['C1855333']
DOID:0110612,primary ciliary dyskinesia 10,['C0008780']
HP:0025424,Abnormal larynx physiology,['C4476769']
OMIM:108050,"ARTERITIS, FAMILIAL GRANULOMATOUS, WITH JUVENILE POLYARTHRITIS",['C1862510']
DOID:3610,breast mucinous carcinoma,['C1334807']
HP:0011119,Abnormality of the nasal dorsum,"['C4280332', 'C4021202']"
DOID:133,vaginal Mullerian papilloma,['C1519926']
HP:0030855,Anterior staphyloma,['C0339206']
DOID:8329,resectable small intestine carcinoma,"['C0854789', 'C0854789']"
OMIM:263100,"POLYCYSTIC KIDNEY, CATARACT, AND CONGENITAL BLINDNESS","['C1849771', 'C2339502', 'C1499202']"
HP:0006749,Malignant gastrointestinal tract tumors,['C0685938']
HP:0012044,Seesaw nystagmus,['C0344243']
OMIM:608594,"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1; CGL1","['C1720862', 'C1641813']"
DOID:0111076,progressive familial heart block type IB,"['C1879286', 'C0205329', 'C0241888', 'C0018794', 'C1547052']"
HP:0002669,Osteosarcoma,['C0029463']
DOID:9745,perianal hematoma,['C0155784']
DOID:0110590,autosomal dominant nonsyndromic deafness 69,"['C0596142', 'C1527180', 'C3711374', 'C0011053']"
DOID:12543,catatonic type schizophrenia chronic state with acute exacerbation,"['C0036344', 'C0205191', 'C1442792', 'C0743630', 'C0205178']"
DOID:3485,Oxyurida infectious disease,"['C0162606', 'C0009450']"
OMIM:615413,SPERMATOGENIC FAILURE 12; SPGF12,['C3809427']
OMIM:475000,"GROWTH CONTROL, Y-CHROMOSOME INFLUENCED; GCY",['C1868676']
OMIM:613769,RETINITIS PIGMENTOSA 44; RP44,['C3151068']
HP:0100733,Neoplasm of the parathyroid gland,['C0030521']
OMIM:606812,FUMARASE DEFICIENCY; FMRD,['C0342770']
DOID:8745,universal ulcerative colitis,"['C0868908', 'C0868908']"
HP:0004523,Long eyebrows,['C3280131']
DOID:0110035,Alzheimer's disease 2,"['C1863051', 'C0002395']"
DOID:0110923,familial hemophagocytic lymphohistiocytosis 3,['C0272199']
HP:0001737,Pancreatic cysts,"['C0030283', 'C1860394']"
OMIM:613977,"CYANOSIS, TRANSIENT NEONATAL; TNCY",['C3151421']
DOID:1442,Alpers syndrome,['C0205710']
DOID:5776,cavernous hemangioma of face,['C1332863']
HP:0007131,Acute demyelinating polyneuropathy,['C4024933']
HP:0200104,Absent fifth fingernail,['C4020917']
DOID:4781,diffuse glomerulonephritis,['C0859036']
OMIM:133705,"EXTERNAL AUDITORY CANAL, BILATERAL ATRESIA OF, WITH CONGENITAL VERTICAL TALUS",['C1876181']
OMIM:610250,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT; SPG31",['C1853247']
HP:0430021,Abnormal common carotid artery morphology,['C4073203']
HP:0000092,Tubular atrophy,['C1858395']
OMIM:617561,COHEN-GIBSON SYNDROME; COGIS,['C4479654']
DOID:850,lung disease,['C0024115']
HP:0009129,Upper limb amyotrophy,['C4021523']
DOID:10236,exhibitionism,['C0015269']
DOID:10887,lepromatous leprosy,['C0023348']
OMIM:167900,"PAPILLOMATOSIS, CONFLUENT AND RETICULATED; CARP","['C1196899', 'C0263385']"
DOID:679,basal ganglia disease,['C0004782']
HP:0200151,Cutaneous mastocytosis,['C1136033']
DOID:0080095,myofibrillar myopathy 4,"['C2678065', 'C0026848']"
HP:0040180,Hyperkeratosis pilaris,['C4073145']
DOID:3503,breast signet ring cell adenocarcinoma,['C1335964']
DOID:507,adjustment disorder,['C0040701']
OMIM:601420,"MICROCEPHALY, CORPUS CALLOSUM DYSGENESIS, AND CLEFT LIP/PALATE",['C1832369']
HP:0012705,Abnormal metabolic brain imaging by MRS,['C4022764']
HP:0003431,Decreased motor nerve conduction velocity,['C1858729']
DOID:11983,Prader-Willi syndrome,['C0032897']
DOID:0060651,MYH-9 related disease,"['C1417505', 'C0439849', 'C0012634', 'C1522149']"
HP:0012182,Oropharyngeal squamous cell carcinoma,['C0280313']
