subject,predicate,object
biolink:Protein,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:Gene,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:GenomicEntity,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:MolecularEntity,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:ChemicalSubstance,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:CellularComponent,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:Protein,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:AnatomicalEntity,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:PathologicalProcess,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:PopulationOfIndividualOrganisms
biolink:MolecularActivity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:PathologicalProcess,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Procedure,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:GenomicEntity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:ChemicalSubstance,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Procedure,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:PathologicalProcess,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:MolecularEntity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:GenomicEntity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:MolecularActivity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:MolecularEntity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:NamedThing,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:ChemicalSubstance,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Procedure,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Device,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:Gene,biolink:part_of,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:PhysiologicalProcess
biolink:Cell,biolink:part_of,biolink:PhysiologicalProcess
biolink:Disease,biolink:part_of,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:part_of,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:part_of,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:CellularComponent,biolink:part_of,biolink:PhysiologicalProcess
biolink:Protein,biolink:part_of,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:part_of,biolink:PhysiologicalProcess
biolink:PathologicalProcess,biolink:part_of,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:part_of,biolink:PhysiologicalProcess
biolink:Phenomenon,biolink:part_of,biolink:PhysiologicalProcess
biolink:Disease,biolink:located_in,biolink:PhysiologicalProcess
biolink:Gene,biolink:located_in,biolink:PhysiologicalProcess
biolink:Protein,biolink:located_in,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:located_in,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:located_in,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:PhysiologicalProcess
biolink:PathologicalProcess,biolink:located_in,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:located_in,biolink:PhysiologicalProcess
biolink:CellularComponent,biolink:located_in,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:located_in,biolink:PhysiologicalProcess
biolink:Phenomenon,biolink:located_in,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:PhysiologicalProcess
biolink:Disease,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:Activity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:Procedure,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:Phenomenon,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:CellularComponent,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:Cell,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:GrossAnatomicalStructure,biolink:occurs_in,biolink:PhysiologicalProcess
biolink:Phenomenon,biolink:treats,biolink:PhysiologicalProcess
biolink:Protein,biolink:treats,biolink:PhysiologicalProcess
biolink:Gene,biolink:treats,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:PopulationOfIndividualOrganisms,biolink:treats,biolink:PhysiologicalProcess
biolink:Agent,biolink:treats,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Drug,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:subclass_of,biolink:NamedThing
biolink:QuantityValue,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:Procedure,biolink:close_match,biolink:GeographicLocation
biolink:InformationContentEntity,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:PathologicalProcess,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalEntity,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:part_of,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:located_in,biolink:PopulationOfIndividualOrganisms
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:AnatomicalEntity,biolink:occurs_in,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:AnatomicalEntity,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Gene,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:Device,biolink:affects,biolink:PopulationOfIndividualOrganisms
biolink:GrossAnatomicalStructure,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:IndividualOrganism,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:MolecularActivity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:PopulationOfIndividualOrganisms,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:InformationContentEntity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:GenomicEntity,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Gene,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:GeographicLocation,biolink:subclass_of,biolink:NamedThing
biolink:AnatomicalEntity,biolink:has_input,biolink:Procedure
biolink:GeographicLocation,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:DiseaseOrPhenotypicFeature,biolink:has_input,biolink:InformationContentEntity
biolink:Device,biolink:related_to,biolink:InformationContentEntity
biolink:Procedure,biolink:prevents,biolink:InformationContentEntity
biolink:Device,biolink:related_to,biolink:IndividualOrganism
biolink:QuantityValue,biolink:close_match,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:located_in,biolink:Agent
biolink:NamedThing,biolink:located_in,biolink:Agent
biolink:QuantityValue,biolink:close_match,biolink:Agent
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:part_of,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:occurs_in,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:occurs_in,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:occurs_in,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:occurs_in,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:DiseaseOrPhenotypicFeature
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:occurs_in,biolink:InformationContentEntity
biolink:MolecularEntity,biolink:subclass_of,biolink:Device
biolink:ChemicalSubstance,biolink:subclass_of,biolink:Device
biolink:Disease,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:precedes,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:positively_regulates,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:quantifier_qualifier,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:Device,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:affects,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:PopulationOfIndividualOrganisms,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:manifestation_of,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:manifestation_of,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:manifestation_of,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:interacts_with,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:Device,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:prevents,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:Activity,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:NamedThing,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:Procedure,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:predisposes,biolink:DiseaseOrPhenotypicFeature
biolink:EnvironmentalFeature,biolink:close_match,biolink:NamedThing
biolink:Drug,biolink:part_of,biolink:IndividualOrganism
biolink:Procedure,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:biomarker_for,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:DiseaseOrPhenotypicFeature
biolink:IndividualOrganism,biolink:subclass_of,biolink:Disease
biolink:Activity,biolink:subclass_of,biolink:Disease
biolink:Activity,biolink:quantifier_qualifier,biolink:Disease
biolink:PopulationOfIndividualOrganisms,biolink:predisposes,biolink:Disease
biolink:Device,biolink:subclass_of,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:InformationContentEntity
biolink:Activity,biolink:subclass_of,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:Activity,biolink:subclass_of,biolink:InformationContentEntity
biolink:QuantityValue,biolink:close_match,biolink:Device
biolink:Activity,biolink:subclass_of,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:related_to,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:coexists_with,biolink:Disease
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:NamedThing
biolink:AnatomicalEntity,biolink:has_input,biolink:NamedThing
biolink:PhysiologicalProcess,biolink:part_of,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:located_in,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:located_in,biolink:NamedThing
biolink:Disease,biolink:occurs_in,biolink:NamedThing
biolink:Activity,biolink:occurs_in,biolink:NamedThing
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:NamedThing
biolink:IndividualOrganism,biolink:occurs_in,biolink:NamedThing
biolink:InformationContentEntity,biolink:occurs_in,biolink:NamedThing
biolink:MolecularEntity,biolink:treats,biolink:NamedThing
biolink:Activity,biolink:treats,biolink:NamedThing
biolink:Activity,biolink:treats,biolink:Procedure
biolink:NamedThing,biolink:treats,biolink:Procedure
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:Procedure
biolink:Disease,biolink:located_in,biolink:NamedThing
biolink:BiologicalEntity,biolink:occurs_in,biolink:NamedThing
biolink:PathologicalProcess,biolink:occurs_in,biolink:NamedThing
biolink:Agent,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:related_to,biolink:NamedThing
biolink:Phenomenon,biolink:close_match,biolink:PathologicalProcess
biolink:NamedThing,biolink:occurs_in,biolink:InformationContentEntity
biolink:Activity,biolink:occurs_in,biolink:InformationContentEntity
biolink:Activity,biolink:quantifier_qualifier,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:quantifier_qualifier,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:quantifier_qualifier,biolink:NamedThing
biolink:Procedure,biolink:subclass_of,biolink:InformationContentEntity
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:Phenomenon
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:Disease,biolink:has_phenotype,biolink:PhenotypicFeature
biolink:PhenotypicFeature,biolink:has_phenotype,biolink:PhenotypicFeature
biolink:PhenotypicFeature,biolink:subclass_of,biolink:PhenotypicFeature
biolink:Protein,biolink:has_phenotype,biolink:PhenotypicFeature
biolink:Disease,biolink:part_of,biolink:Disease
biolink:PhenotypicFeature,biolink:close_match,biolink:NamedThing
biolink:BiologicalEntity,biolink:subclass_of,biolink:Disease
biolink:Phenomenon,biolink:related_to,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:Procedure,biolink:precedes,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:causes,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:close_match,biolink:PhenotypicFeature
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:Disease
biolink:BiologicalEntity,biolink:related_to,biolink:Disease
biolink:CellularComponent,biolink:part_of,biolink:Disease
biolink:GenomicEntity,biolink:part_of,biolink:Disease
biolink:NamedThing,biolink:part_of,biolink:Disease
biolink:Protein,biolink:part_of,biolink:Disease
biolink:Disease,biolink:occurs_in,biolink:Disease
biolink:MolecularActivity,biolink:occurs_in,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:Disease
biolink:InformationContentEntity,biolink:occurs_in,biolink:Disease
biolink:BiologicalProcessOrActivity,biolink:occurs_in,biolink:Disease
biolink:Gene,biolink:interacts_with,biolink:Disease
biolink:CellularComponent,biolink:predisposes,biolink:Disease
biolink:ChemicalSubstance,biolink:treats,biolink:PhenotypicFeature
biolink:Drug,biolink:affects,biolink:Disease
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:Procedure
biolink:NamedThing,biolink:part_of,biolink:InformationContentEntity
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:NamedThing
biolink:PathologicalProcess,biolink:located_in,biolink:NamedThing
biolink:InformationContentEntity,biolink:part_of,biolink:Activity
biolink:Agent,biolink:close_match,biolink:Activity
biolink:GeographicLocation,biolink:subclass_of,biolink:GeographicLocation
biolink:GeographicLocation,biolink:related_to,biolink:GeographicLocation
biolink:GeographicLocation,biolink:related_to,biolink:NamedThing
biolink:InformationContentEntity,biolink:has_attribute,biolink:NamedThing
biolink:Activity,biolink:affects,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:InformationContentEntity
biolink:MolecularEntity,biolink:treats,biolink:InformationContentEntity
biolink:NamedThing,biolink:treats,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:treats,biolink:InformationContentEntity
biolink:AnatomicalEntity,biolink:affects,biolink:IndividualOrganism
biolink:Drug,biolink:causes,biolink:Disease
biolink:CellularComponent,biolink:coexists_with,biolink:Disease
biolink:Disease,biolink:correlated_with,biolink:PhenotypicFeature
biolink:AnatomicalEntity,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:Gene,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularActivity,biolink:related_to,biolink:Disease
biolink:PhysiologicalProcess,biolink:precedes,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:affects,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:Disease
biolink:MolecularEntity,biolink:interacts_with,biolink:Disease
biolink:PhysiologicalProcess,biolink:interacts_with,biolink:Disease
biolink:ChemicalSubstance,biolink:contraindicated_for,biolink:PhenotypicFeature
biolink:BiologicalEntity,biolink:precedes,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:precedes,biolink:Disease
biolink:BiologicalEntity,biolink:treats,biolink:Disease
biolink:PhysiologicalProcess,biolink:prevents,biolink:Disease
biolink:Procedure,biolink:biomarker_for,biolink:AnatomicalEntity
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:AnatomicalEntity
biolink:PhysiologicalProcess,biolink:coexists_with,biolink:AnatomicalEntity
biolink:PathologicalProcess,biolink:coexists_with,biolink:AnatomicalEntity
biolink:ChemicalSubstance,biolink:causes,biolink:AnatomicalEntity
biolink:NamedThing,biolink:treats,biolink:AnatomicalEntity
biolink:Protein,biolink:positively_regulates,biolink:DiseaseOrPhenotypicFeature
biolink:PopulationOfIndividualOrganisms,biolink:coexists_with,biolink:PathologicalProcess
biolink:Device,biolink:predisposes,biolink:PathologicalProcess
biolink:Phenomenon,biolink:close_match,biolink:PopulationOfIndividualOrganisms
biolink:Phenomenon,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:Activity,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:PhysiologicalProcess,biolink:related_to,biolink:IndividualOrganism
biolink:Phenomenon,biolink:close_match,biolink:NamedThing
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:Agent
biolink:IndividualOrganism,biolink:related_to,biolink:Agent
biolink:InformationContentEntity,biolink:related_to,biolink:Agent
biolink:Phenomenon,biolink:produces,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:produces,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:related_to,biolink:GeographicLocation
biolink:Procedure,biolink:precedes,biolink:Disease
biolink:ChemicalSubstance,biolink:precedes,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:Disease
biolink:CellularComponent,biolink:positively_regulates,biolink:Disease
biolink:Procedure,biolink:occurs_in,biolink:Disease
biolink:Phenomenon,biolink:occurs_in,biolink:Disease
biolink:Disease,biolink:subclass_of,biolink:PhenotypicFeature
biolink:ChemicalSubstance,biolink:part_of,biolink:Disease
biolink:PathologicalProcess,biolink:part_of,biolink:Disease
biolink:IndividualOrganism,biolink:precedes,biolink:Disease
biolink:Device,biolink:biomarker_for,biolink:Disease
biolink:Gene,biolink:has_phenotype,biolink:PhenotypicFeature
biolink:Protein,biolink:treats,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:prevents,biolink:Disease
biolink:Procedure,biolink:related_to,biolink:Activity
biolink:PathologicalProcess,biolink:subclass_of,biolink:NamedThing
biolink:IndividualOrganism,biolink:related_to,biolink:PopulationOfIndividualOrganisms
biolink:DiseaseOrPhenotypicFeature,biolink:coexists_with,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:positively_regulates,biolink:InformationContentEntity
biolink:Protein,biolink:causes,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:causes,biolink:InformationContentEntity
biolink:Phenomenon,biolink:causes,biolink:InformationContentEntity
biolink:Drug,biolink:affects,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:biomarker_for,biolink:InformationContentEntity
biolink:Phenomenon,biolink:biomarker_for,biolink:InformationContentEntity
biolink:Activity,biolink:biomarker_for,biolink:InformationContentEntity
biolink:Phenomenon,biolink:disrupts,biolink:InformationContentEntity
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:NamedThing,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:Drug,biolink:negatively_regulates_entity_to_entity,biolink:InformationContentEntity
biolink:PhysiologicalProcess,biolink:prevents,biolink:InformationContentEntity
biolink:Activity,biolink:prevents,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:prevents,biolink:InformationContentEntity
biolink:NamedThing,biolink:predisposes,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:predisposes,biolink:InformationContentEntity
biolink:InformationContentEntity,biolink:predisposes,biolink:InformationContentEntity
biolink:Disease,biolink:predisposes,biolink:InformationContentEntity
biolink:Phenomenon,biolink:predisposes,biolink:InformationContentEntity
biolink:PathologicalProcess,biolink:predisposes,biolink:InformationContentEntity
biolink:Activity,biolink:predisposes,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:IndividualOrganism
biolink:PopulationOfIndividualOrganisms,biolink:related_to,biolink:IndividualOrganism
biolink:NamedThing,biolink:has_attribute,biolink:InformationContentEntity
biolink:DiseaseOrPhenotypicFeature,biolink:has_attribute,biolink:InformationContentEntity
biolink:GrossAnatomicalStructure,biolink:has_attribute,biolink:InformationContentEntity
biolink:ChemicalSubstance,biolink:has_attribute,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:has_attribute,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:subclass_of,biolink:InformationContentEntity
biolink:IndividualOrganism,biolink:subclass_of,biolink:InformationContentEntity
biolink:Activity,biolink:close_match,biolink:DiseaseOrPhenotypicFeature
biolink:AnatomicalEntity,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature
biolink:GrossAnatomicalStructure,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature
biolink:BiologicalEntity,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature
biolink:GenomicEntity,biolink:positively_regulates,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:positively_regulates,biolink:DiseaseOrPhenotypicFeature
biolink:Drug,biolink:positively_regulates,biolink:DiseaseOrPhenotypicFeature
biolink:Protein,biolink:causes,biolink:DiseaseOrPhenotypicFeature
