subject,predicate,object
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:Disease,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:Disease,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcess
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:affects,biolink:BiologicalProcess
biolink:NamedThing,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:affects,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:affects,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:affects,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:affects,biolink:PhysiologicalProcess
biolink:Drug,biolink:affects,biolink:BiologicalProcess
biolink:Drug,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Drug,biolink:affects,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:affects,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:affects,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:affects,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:Gene,biolink:affects,biolink:BiologicalProcess
biolink:Gene,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:affects,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:affects,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:Protein,biolink:affects,biolink:BiologicalProcess
biolink:Protein,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:affects,biolink:PhysiologicalProcess
biolink:Disease,biolink:affects,biolink:BiologicalProcess
biolink:Disease,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:affects,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:affects,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:affects,biolink:PhysiologicalProcess
biolink:Procedure,biolink:affects,biolink:BiologicalProcess
biolink:Procedure,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:affects,biolink:PhysiologicalProcess
biolink:GeneFamily,biolink:affects,biolink:BiologicalProcess
biolink:GeneFamily,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:GeneFamily,biolink:affects,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:affects,biolink:BiologicalProcess
biolink:InformationContentEntity,biolink:affects,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:affects,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:has_attribute,biolink:BiologicalProcess
biolink:NamedThing,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:has_attribute,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:BiologicalProcess,biolink:has_attribute,biolink:BiologicalProcess
biolink:BiologicalProcess,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcess,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:BiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:has_attribute,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:causes,biolink:BiologicalProcess
biolink:NamedThing,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:causes,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:causes,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:causes,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:causes,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:causes,biolink:PhysiologicalProcess
biolink:Drug,biolink:causes,biolink:BiologicalProcess
biolink:Drug,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Drug,biolink:causes,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:causes,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:causes,biolink:PhysiologicalProcess
biolink:BiologicalProcess,biolink:causes,biolink:BiologicalProcess
biolink:BiologicalProcess,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcess,biolink:causes,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:causes,biolink:BiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:causes,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:causes,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:causes,biolink:PhysiologicalProcess
biolink:Gene,biolink:causes,biolink:BiologicalProcess
biolink:Gene,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:causes,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:causes,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:causes,biolink:PhysiologicalProcess
biolink:Protein,biolink:causes,biolink:BiologicalProcess
biolink:Protein,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:causes,biolink:PhysiologicalProcess
biolink:Disease,biolink:causes,biolink:BiologicalProcess
biolink:Disease,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:causes,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:causes,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:causes,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:causes,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:causes,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:causes,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:treats,biolink:BiologicalProcess
biolink:NamedThing,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:treats,biolink:PhysiologicalProcess
biolink:Procedure,biolink:treats,biolink:BiologicalProcess
biolink:Procedure,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:treats,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:treats,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:treats,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:treats,biolink:PhysiologicalProcess
biolink:Drug,biolink:treats,biolink:BiologicalProcess
biolink:Drug,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Drug,biolink:treats,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:treats,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:treats,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:treats,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:Disease,biolink:treats,biolink:BiologicalProcess
biolink:Disease,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:treats,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:treats,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:treats,biolink:PhysiologicalProcess
biolink:Device,biolink:treats,biolink:BiologicalProcess
biolink:Device,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Device,biolink:treats,biolink:PhysiologicalProcess
biolink:AdministrativeEntity,biolink:treats,biolink:BiologicalProcess
biolink:AdministrativeEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:AdministrativeEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:Agent,biolink:treats,biolink:BiologicalProcess
biolink:Agent,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Agent,biolink:treats,biolink:PhysiologicalProcess
biolink:Activity,biolink:treats,biolink:BiologicalProcess
biolink:Activity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Activity,biolink:treats,biolink:PhysiologicalProcess
biolink:InformationContentEntity,biolink:treats,biolink:BiologicalProcess
biolink:InformationContentEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:InformationContentEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:Gene,biolink:treats,biolink:BiologicalProcess
biolink:Gene,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:treats,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:treats,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:treats,biolink:PhysiologicalProcess
biolink:Protein,biolink:treats,biolink:BiologicalProcess
biolink:Protein,biolink:treats,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:treats,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:positively_regulates,biolink:BiologicalProcess
biolink:NamedThing,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:positively_regulates,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:positively_regulates,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:Gene,biolink:positively_regulates,biolink:BiologicalProcess
biolink:Gene,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:positively_regulates,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:Protein,biolink:positively_regulates,biolink:BiologicalProcess
biolink:Protein,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:Drug,biolink:positively_regulates,biolink:BiologicalProcess
biolink:Drug,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Drug,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:positively_regulates,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:positively_regulates,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:Disease,biolink:positively_regulates,biolink:BiologicalProcess
biolink:Disease,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:positively_regulates,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:Procedure,biolink:positively_regulates,biolink:BiologicalProcess
biolink:Procedure,biolink:positively_regulates,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:disrupts,biolink:BiologicalProcess
biolink:NamedThing,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:disrupts,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:disrupts,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:disrupts,biolink:BiologicalProcess
biolink:ChemicalSubstance,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:ChemicalSubstance,biolink:disrupts,biolink:PhysiologicalProcess
biolink:Drug,biolink:disrupts,biolink:BiologicalProcess
biolink:Drug,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Drug,biolink:disrupts,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:disrupts,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:Gene,biolink:disrupts,biolink:BiologicalProcess
biolink:Gene,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:disrupts,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:disrupts,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:Protein,biolink:disrupts,biolink:BiologicalProcess
biolink:Protein,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:disrupts,biolink:PhysiologicalProcess
biolink:OntologyClass,biolink:disrupts,biolink:BiologicalProcess
biolink:OntologyClass,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:OntologyClass,biolink:disrupts,biolink:PhysiologicalProcess
biolink:Procedure,biolink:disrupts,biolink:BiologicalProcess
biolink:Procedure,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:disrupts,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:disrupts,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:disrupts,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:disrupts,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:biomarker_for,biolink:BiologicalProcess
biolink:NamedThing,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:Procedure,biolink:biomarker_for,biolink:BiologicalProcess
biolink:Procedure,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:Procedure,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:AdministrativeEntity,biolink:biomarker_for,biolink:BiologicalProcess
biolink:AdministrativeEntity,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:AdministrativeEntity,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:Agent,biolink:biomarker_for,biolink:BiologicalProcess
biolink:Agent,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:Agent,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:biomarker_for,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:biomarker_for,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:BiologicalProcess,biolink:biomarker_for,biolink:BiologicalProcess
biolink:BiologicalProcess,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcess,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:biomarker_for,biolink:BiologicalProcess
biolink:BiologicalProcessOrActivity,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:BiologicalProcessOrActivity,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:BiologicalProcess
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:PhysiologicalProcess,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:Activity,biolink:biomarker_for,biolink:BiologicalProcess
biolink:Activity,biolink:biomarker_for,biolink:BiologicalProcessOrActivity
biolink:Activity,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:prevents,biolink:BiologicalProcess
biolink:NamedThing,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:prevents,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:prevents,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:prevents,biolink:PhysiologicalProcess
biolink:MolecularEntity,biolink:prevents,biolink:BiologicalProcess
biolink:MolecularEntity,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:MolecularEntity,biolink:prevents,biolink:PhysiologicalProcess
biolink:Gene,biolink:prevents,biolink:BiologicalProcess
biolink:Gene,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:Gene,biolink:prevents,biolink:PhysiologicalProcess
biolink:GenomicEntity,biolink:prevents,biolink:BiologicalProcess
biolink:GenomicEntity,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:GenomicEntity,biolink:prevents,biolink:PhysiologicalProcess
biolink:Protein,biolink:prevents,biolink:BiologicalProcess
biolink:Protein,biolink:prevents,biolink:BiologicalProcessOrActivity
biolink:Protein,biolink:prevents,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:predisposes,biolink:BiologicalProcess
biolink:NamedThing,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:NamedThing,biolink:predisposes,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:predisposes,biolink:BiologicalProcess
biolink:BiologicalEntity,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:BiologicalEntity,biolink:predisposes,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:predisposes,biolink:BiologicalProcess
biolink:AnatomicalEntity,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:AnatomicalEntity,biolink:predisposes,biolink:PhysiologicalProcess
biolink:OrganismalEntity,biolink:predisposes,biolink:BiologicalProcess
biolink:OrganismalEntity,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:OrganismalEntity,biolink:predisposes,biolink:PhysiologicalProcess
biolink:Disease,biolink:predisposes,biolink:BiologicalProcess
biolink:Disease,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:Disease,biolink:predisposes,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:predisposes,biolink:BiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:DiseaseOrPhenotypicFeature,biolink:predisposes,biolink:PhysiologicalProcess
biolink:PhenotypicFeature,biolink:predisposes,biolink:BiologicalProcess
biolink:PhenotypicFeature,biolink:predisposes,biolink:BiologicalProcessOrActivity
biolink:PhenotypicFeature,biolink:predisposes,biolink:PhysiologicalProcess
biolink:PhysicalEntity,biolink:physically_interacts_with,biolink:ChemicalSubstance
biolink:PhysicalEntity,biolink:physically_interacts_with,biolink:Drug
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:NamedThing
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:BiologicalEntity
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:AnatomicalEntity
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:OrganismalEntity
biolink:PhysicalEntity,biolink:physically_interacts_with,biolink:AnatomicalEntity
biolink:PhysicalEntity,biolink:physically_interacts_with,biolink:OrganismalEntity
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:Drug
biolink:GenomicEntity,biolink:chemically_similar_to,biolink:MolecularEntity
biolink:ChemicalSubstance,biolink:participates_in,biolink:ChemicalSubstance
biolink:ChemicalSubstance,biolink:participates_in,biolink:Drug
biolink:ChemicalSubstance,biolink:participates_in,biolink:MolecularEntity
biolink:Drug,biolink:participates_in,biolink:ChemicalSubstance
biolink:Drug,biolink:participates_in,biolink:Drug
biolink:Drug,biolink:participates_in,biolink:MolecularEntity
biolink:CellularComponent,biolink:related_to,biolink:Gene
biolink:CellularComponent,biolink:related_to,biolink:GenomicEntity
biolink:CellularComponent,biolink:related_to,biolink:Protein
biolink:Metabolite,biolink:located_in,biolink:ChemicalSubstance
biolink:Metabolite,biolink:located_in,biolink:Drug
biolink:Metabolite,biolink:located_in,biolink:MolecularEntity
biolink:AdministrativeEntity,biolink:located_in,biolink:ChemicalSubstance
biolink:AdministrativeEntity,biolink:located_in,biolink:Drug
biolink:Agent,biolink:located_in,biolink:ChemicalSubstance
biolink:Agent,biolink:located_in,biolink:Drug
biolink:InformationContentEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:NamedThing,biolink:subclass_of,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:subclass_of,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:subclass_of,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:subclass_of,biolink:OrganismTaxon
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:OrganismTaxon
biolink:NamedThing,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:OrganismTaxon,biolink:physically_interacts_with,biolink:OrganismTaxon
biolink:NamedThing,biolink:related_to,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:related_to,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:related_to,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:related_to,biolink:OrganismTaxon
biolink:Drug,biolink:related_to,biolink:OrganismTaxon
biolink:NamedThing,biolink:affects,biolink:OrganismTaxon
biolink:BiologicalEntity,biolink:affects,biolink:OrganismTaxon
biolink:Disease,biolink:affects,biolink:OrganismTaxon
biolink:DiseaseOrPhenotypicFeature,biolink:affects,biolink:OrganismTaxon
biolink:PhenotypicFeature,biolink:affects,biolink:OrganismTaxon
biolink:ChemicalSubstance,biolink:affects,biolink:OrganismTaxon
biolink:Drug,biolink:affects,biolink:OrganismTaxon
biolink:MolecularEntity,biolink:affects,biolink:OrganismTaxon
biolink:BiologicalProcess,biolink:affects,biolink:OrganismTaxon
biolink:BiologicalProcessOrActivity,biolink:affects,biolink:OrganismTaxon
biolink:NamedThing,biolink:part_of,biolink:OrganismTaxon
