"id","name"
"GO:0090326","positive regulation of locomotion involved in locomotory behavior"
"GO:0051262","protein tetramerization"
"GO:0060709","glycogen cell differentiation involved in embryonic placenta development"
"GO:0003390","dendrite development by retrograde extension"
"GO:0009825","multidimensional cell growth"
"GO:0070134","positive regulation of mitochondrial translational initiation"
"GO:0018963","phthalate metabolic process"
"GO:0061357","positive regulation of Wnt protein secretion"
"GO:1900159","positive regulation of bone mineralization involved in bone maturation"
"GO:1902948","negative regulation of tau-protein kinase activity"
"GO:1900892","positive regulation of pentadecane metabolic process"
"GO:0051211","anisotropic cell growth"
"GO:0055003","cardiac myofibril assembly"
"GO:0044401","multi-species biofilm formation in or on host organism"
"GO:0038008","TRAF-mediated signal transduction"
"GO:1903109","positive regulation of transcription from mitochondrial promoter"
"GO:0090307","mitotic spindle assembly"
"GO:0007427","epithelial cell migration, open tracheal system"
"GO:1901658","glycosyl compound catabolic process"
"GO:1905295","regulation of neural crest cell fate specification"
"GO:0033304","chlorophyll a metabolic process"
"GO:1904858","negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"GO:0071284","cellular response to lead ion"
"GO:1903455","negative regulation of androst-4-ene-3,17-dione biosynthetic process"
"GO:0098722","asymmetric stem cell division"
"GO:0019044","maintenance of viral latency"
"GO:0042542","response to hydrogen peroxide"
"GO:0032902","nerve growth factor production"
"GO:0014866","skeletal myofibril assembly"
"GO:0051176","positive regulation of sulfur metabolic process"
"GO:0021524","visceral motor neuron differentiation"
"GO:0098678","viral tropism switching"
"GO:0048008","platelet-derived growth factor receptor signaling pathway"
"GO:1905182","positive regulation of urease activity"
"GO:0035054","embryonic heart tube anterior/posterior pattern specification"
"GO:0044555","negative regulation of heart rate in other organism"
"GO:0039707","pore formation by virus in membrane of host cell"
"GO:0032304","negative regulation of icosanoid secretion"
"GO:1903938","cellular response to acrylamide"
"GO:0061352","cell chemotaxis involved in Malpighian tubule morphogenesis"
"GO:1903801","L-leucine import across plasma membrane"
"GO:1901625","cellular response to ergosterol"
"GO:0070999","detection of mechanical stimulus involved in sensory perception of gravity"
"GO:0045065","cytotoxic T cell differentiation"
"GO:0001985","negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure"
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway"
"GO:0048390","intermediate mesoderm morphogenesis"
"GO:0046807","viral scaffold assembly and maintenance"
"GO:0046006","regulation of activated T cell proliferation"
"GO:0010018","far-red light signaling pathway"
"GO:0000429","carbon catabolite regulation of transcription from RNA polymerase II promoter"
"GO:0006585","dopamine biosynthetic process from tyrosine"
"GO:0034514","mitochondrial unfolded protein response"
"GO:0099009","viral genome circularization"
"GO:0006422","aspartyl-tRNA aminoacylation"
"GO:1903806","L-isoleucine import across plasma membrane"
"GO:0016137","glycoside metabolic process"
"GO:0046799","recruitment of helicase-primase complex to DNA lesions"
"GO:1905294","positive regulation of neural crest cell differentiation"
"GO:0042214","terpene metabolic process"
"GO:0090232","positive regulation of spindle checkpoint"
"GO:0010892","positive regulation of mitochondrial translation in response to stress"
"GO:0048174","negative regulation of short-term neuronal synaptic plasticity"
"GO:0042407","cristae formation"
"GO:0002101","tRNA wobble cytosine modification"
"GO:1900961","positive regulation of 17-methylnonadec-1-ene metabolic process"
"GO:0034405","response to fluid shear stress"
"GO:0072263","metanephric intraglomerular mesangial cell proliferation"
"GO:0008103","oocyte microtubule cytoskeleton polarization"
"GO:1901620","regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning"
"GO:0003225","left ventricular trabecular myocardium morphogenesis"
"GO:0035562","negative regulation of chromatin binding"
"GO:1904145","negative regulation of meiotic cell cycle process involved in oocyte maturation"
"GO:0032121","meiotic attachment of telomeric heterochromatin to spindle pole body"
"GO:1902997","negative regulation of neurofibrillary tangle assembly"
"GO:0085017","symbiont entry into host cell forming a symbiont-containing vacuole"
"GO:0035902","response to immobilization stress"
"GO:1903807","L-threonine import across plasma membrane"
"GO:0110046","signal transduction involved in cell cycle switching, mitotic to meiotic cell cycle"
"GO:0045991","carbon catabolite activation of transcription"
"GO:1904968","positive regulation of attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation"
"GO:0032291","axon ensheathment in central nervous system"
"GO:0055089","fatty acid homeostasis"
"GO:0019242","methylglyoxal biosynthetic process"
"GO:1990880","cellular detoxification of copper ion"
"GO:0035900","response to isolation stress"
"GO:0048103","somatic stem cell division"
"GO:0044826","viral genome integration into host DNA"
"GO:0009826","unidimensional cell growth"
"GO:0019042","viral latency"
"GO:0007161","calcium-independent cell-matrix adhesion"
"GO:0035793","positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"
"GO:0003063","negative regulation of heart rate by acetylcholine"
"GO:0051194","positive regulation of cofactor metabolic process"
"GO:0001576","globoside biosynthetic process"
"GO:0032025","response to cobalt ion"
"GO:0002415","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor"
"GO:0060196","positive regulation of antisense RNA transcription"
"GO:0035338","long-chain fatty-acyl-CoA biosynthetic process"
"GO:2000990","positive regulation of hemicellulose catabolic process"
"GO:1901087","benzylpenicillin catabolic process"
"GO:0015375","glycine:sodium symporter activity"
"GO:0043312","neutrophil degranulation"
"GO:0002528","regulation of vascular permeability involved in acute inflammatory response"
"GO:0043942","negative regulation of sexual sporulation resulting in formation of a cellular spore"
"GO:1902963","negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process"
"GO:0042745","circadian sleep/wake cycle"
"GO:0048588","developmental cell growth"
"GO:0036120","cellular response to platelet-derived growth factor stimulus"
"GO:0060969","negative regulation of gene silencing"
"GO:0044313","protein K6-linked deubiquitination"
"GO:0048386","positive regulation of retinoic acid receptor signaling pathway"
"GO:0071389","cellular response to mineralocorticoid stimulus"
"GO:0050921","positive regulation of chemotaxis"
"GO:1902648","positive regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process"
"GO:0005981","regulation of glycogen catabolic process"
"GO:0098913","membrane depolarization during ventricular cardiac muscle cell action potential"
"GO:0052066","entry of symbiont into host cell by promotion of host phagocytosis"
"GO:0048017","inositol lipid-mediated signaling"
"GO:0072335","regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation"
"GO:0014915","regulation of muscle filament sliding speed involved in regulation of the velocity of shortening in skeletal muscle contraction"
"GO:0033574","response to testosterone"
"GO:0031627","telomeric loop formation"
"GO:1905427","intracellular signal transduction involved in positive regulation of cell growth"
"GO:0051210","isotropic cell growth"
"GO:0046105","thymidine biosynthetic process"
"GO:1902955","positive regulation of early endosome to recycling endosome transport"
"GO:0071670","smooth muscle cell chemotaxis"
"GO:0048077","negative regulation of compound eye pigmentation"
"GO:1901994","negative regulation of meiotic cell cycle phase transition"
"GO:1902960","negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"
"GO:0002658","regulation of peripheral tolerance induction"
"GO:1902306","negative regulation of sodium ion transmembrane transport"
"GO:1902410","mitotic cytokinetic process"
"GO:0009816","defense response to bacterium, incompatible interaction"
"GO:0042704","uterine wall breakdown"
"GO:0090193","positive regulation of glomerulus development"
"GO:0043374","CD8-positive, alpha-beta T cell differentiation"
"GO:0060672","epithelial cell morphogenesis involved in placental branching"
"GO:0006728","pteridine biosynthetic process"
"GO:0032262","pyrimidine nucleotide salvage"
"GO:0008295","spermidine biosynthetic process"
"GO:0014862","regulation of skeletal muscle contraction by chemo-mechanical energy conversion"
"GO:1901621","negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning"
"GO:0003054","circadian regulation of systemic arterial blood pressure by the suprachiasmatic nucleus"
"GO:0003243","circumferential growth involved in left ventricle morphogenesis"
"GO:0040010","positive regulation of growth rate"
"GO:0061907","negative regulation of AMPA receptor activity"
"GO:0003019","central nervous system control of baroreceptor feedback"
"GO:0019285","glycine betaine biosynthetic process from choline"
"GO:0045406","negative regulation of interleukin-5 biosynthetic process"
"GO:0030242","autophagy of peroxisome"
"GO:0009446","putrescine biosynthetic process"
"GO:0060741","prostate gland stromal morphogenesis"
"GO:1901016","regulation of potassium ion transmembrane transporter activity"
"GO:0006081","cellular aldehyde metabolic process"
"GO:0002010","excitation of vasomotor center by baroreceptor signaling"
"GO:1990579","peptidyl-serine trans-autophosphorylation"
"GO:1901899","positive regulation of relaxation of cardiac muscle"
"GO:2001116","methanopterin-containing compound biosynthetic process"
"GO:0001696","gastric acid secretion"
"GO:0006513","protein monoubiquitination"
"GO:0061856","Golgi calcium ion transmembrane transport"
"GO:0033206","meiotic cytokinesis"
"GO:1903226","positive regulation of endodermal cell differentiation"
"GO:0061819","telomeric DNA-containing double minutes formation"
"GO:0042426","choline catabolic process"
"GO:0100049","negative regulation of phosphatidylcholine biosynthetic process by transcription from RNA polymerase II promoter"
"GO:0060855","venous endothelial cell migration involved in lymph vessel development"
"GO:0002008","excitation of vasomotor center by chemoreceptor signaling"
"GO:1901356","beta-D-galactofuranose metabolic process"
"GO:0051291","protein heterooligomerization"
"GO:0003025","regulation of systemic arterial blood pressure by baroreceptor feedback"
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"
"GO:0009682","induced systemic resistance"
"GO:0008340","determination of adult lifespan"
"GO:0035780","CD80 biosynthetic process"
"GO:0100025","negative regulation of cellular amino acid biosynthetic process by transcription from RNA polymerase II promoter"
"GO:0031506","cell wall glycoprotein biosynthetic process"
"GO:0003026","regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback"
"GO:0046725","negative regulation by virus of viral protein levels in host cell"
"GO:0070849","response to epidermal growth factor"
"GO:0001978","regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback"
"GO:0035910","ascending aorta morphogenesis"
"GO:0100001","regulation of skeletal muscle contraction by action potential"
"GO:0010586","miRNA metabolic process"
"GO:1903670","regulation of sprouting angiogenesis"
"GO:0032423","regulation of mismatch repair"
"GO:0060487","lung epithelial cell differentiation"
"GO:0050904","diapedesis"
"GO:0001706","endoderm formation"
"GO:1903861","positive regulation of dendrite extension"
"GO:2000751","histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore"
"GO:0097053","L-kynurenine catabolic process"
"GO:1902464","regulation of histone H3-K27 trimethylation"
"GO:0003230","cardiac atrium development"
"GO:1903628","negative regulation of dUTP diphosphatase activity"
"GO:0070309","lens fiber cell morphogenesis"
"GO:0034227","tRNA thio-modification"
"GO:0072382","minus-end-directed vesicle transport along microtubule"
"GO:2000009","negative regulation of protein localization to cell surface"
"GO:0006046","N-acetylglucosamine catabolic process"
"GO:0045312","nor-spermidine biosynthetic process"
"GO:0002035","brain renin-angiotensin system"
"GO:0051005","negative regulation of lipoprotein lipase activity"
"GO:0061056","sclerotome development"
"GO:0035351","heme transmembrane transport"
"GO:0035724","CD24 biosynthetic process"
"GO:0043378","positive regulation of CD8-positive, alpha-beta T cell differentiation"
"GO:2000650","negative regulation of sodium ion transmembrane transporter activity"
"GO:0046654","tetrahydrofolate biosynthetic process"
"GO:0045807","positive regulation of endocytosis"
"GO:0006057","mannoprotein biosynthetic process"
"GO:1905006","negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation"
"GO:1903033","positive regulation of microtubule plus-end binding"
"GO:0009396","folic acid-containing compound biosynthetic process"
"GO:2001288","positive regulation of caveolin-mediated endocytosis"
"GO:0100068","positive regulation of pyrimidine-containing compound salvage by transcription from RNA polymerase II promoter"
"GO:0100036","positive regulation of purine nucleotide biosynthetic process by transcription from RNA polymerase II promoter"
"GO:1905765","negative regulation of protection from non-homologous end joining at telomere"
"GO:0042176","regulation of protein catabolic process"
"GO:1900870","tatiopterin biosynthetic process"
"GO:0032193","ubiquinone biosynthetic process via 2-polyprenylphenol"
"GO:1903723","negative regulation of centriole elongation"
"GO:0071979","cytoskeleton-mediated cell swimming"
"GO:0003359","noradrenergic neuron fate commitment"
"GO:0100028","regulation of conjugation with cellular fusion by transcription from RNA polymerase II promoter"
"GO:0046452","dihydrofolate metabolic process"
"GO:0061104","adrenal chromaffin cell differentiation"
"GO:1901017","negative regulation of potassium ion transmembrane transporter activity"
"GO:0010038","response to metal ion"
"GO:0021520","spinal cord motor neuron cell fate specification"
"GO:1904715","negative regulation of chaperone-mediated autophagy"
"GO:0070570","regulation of neuron projection regeneration"
"GO:0002534","cytokine production involved in inflammatory response"
"GO:0043400","cortisol secretion"
"GO:1902375","nuclear tRNA 3'-trailer cleavage, endonucleolytic"
"GO:0060876","semicircular canal formation"
"GO:0034376","conversion of discoidal high-density lipoprotein particle to spherical high-density lipoprotein particle"
"GO:1903603","thermospermine biosynthetic process"
"GO:0036298","recombinational interstrand cross-link repair"
"GO:0009444","pyruvate oxidation"
"GO:0030820","regulation of cAMP catabolic process"
"GO:0006554","lysine catabolic process"
"GO:1904416","negative regulation of xenophagy"
"GO:0003070","regulation of systemic arterial blood pressure by neurotransmitter"
"GO:0030104","water homeostasis"
"GO:2000270","negative regulation of fibroblast apoptotic process"
"GO:0070602","regulation of centromeric sister chromatid cohesion"
"GO:0019058","viral life cycle"
"GO:0002728","negative regulation of natural killer cell cytokine production"
"GO:0014816","skeletal muscle satellite cell differentiation"
"GO:0035321","maintenance of imaginal disc-derived wing hair orientation"
"GO:0007605","sensory perception of sound"
"GO:0034516","response to vitamin B6"
"GO:1902573","positive regulation of serine-type peptidase activity"
"GO:0002853","negative regulation of T cell mediated cytotoxicity directed against tumor cell target"
"GO:2000249","regulation of actin cytoskeleton reorganization"
"GO:0009116","nucleoside metabolic process"
"GO:0090132","epithelium migration"
"GO:1901057","trimethylenediamine biosynthetic process"
"GO:0006738","nicotinamide riboside catabolic process"
"GO:0019367","fatty acid elongation, saturated fatty acid"
"GO:0030901","midbrain development"
"GO:0043602","nitrate catabolic process"
"GO:0009953","dorsal/ventral pattern formation"
"GO:0045650","negative regulation of macrophage differentiation"
"GO:0034659","isopropylmalate transport"
"GO:1903219","negative regulation of malate dehydrogenase (decarboxylating) (NADP+) activity"
"GO:2000659","regulation of interleukin-1-mediated signaling pathway"
"GO:0019343","cysteine biosynthetic process via cystathionine"
"GO:0033194","response to hydroperoxide"
"GO:0022035","rhombomere cell migration"
"GO:0021533","cell differentiation in hindbrain"
"GO:1902788","response to isooctane"
"GO:0031100","animal organ regeneration"
"GO:0034164","negative regulation of toll-like receptor 9 signaling pathway"
"GO:0031945","positive regulation of glucocorticoid metabolic process"
"GO:0097194","execution phase of apoptosis"
"GO:0045367","negative regulation of interleukin-13 biosynthetic process"
"GO:0046684","response to pyrethroid"
"GO:1901166","neural crest cell migration involved in autonomic nervous system development"
"GO:0036314","response to sterol"
"GO:0002004","secretion of vasopressin involved in fast regulation of systemic arterial blood pressure"
"GO:0006636","unsaturated fatty acid biosynthetic process"
"GO:1905169","regulation of protein localization to phagocytic vesicle"
"GO:0072680","extracellular matrix-dependent thymocyte migration"
"GO:0018000","N-terminal peptidyl-tyrosine acetylation"
"GO:0048545","response to steroid hormone"
"GO:0021551","central nervous system morphogenesis"
"GO:2000717","positive regulation of maintenance of mitotic sister chromatid cohesion, arms"
"GO:0003345","proepicardium cell migration involved in pericardium morphogenesis"
"GO:0071764","nuclear outer membrane organization"
"GO:0035481","positive regulation of Notch signaling pathway involved in heart induction"
"GO:0070893","transposon integration"
"GO:0009787","regulation of abscisic acid-activated signaling pathway"
"GO:0060481","lobar bronchus epithelium development"
"GO:0021944","neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration"
"GO:1902226","regulation of macrophage colony-stimulating factor signaling pathway"
"GO:1903491","response to simvastatin"
"GO:0019464","glycine decarboxylation via glycine cleavage system"
"GO:0021522","spinal cord motor neuron differentiation"
"GO:1903911","positive regulation of receptor clustering"
"GO:1900142","negative regulation of oligodendrocyte apoptotic process"
"GO:0046099","guanine biosynthetic process"
"GO:0099150","regulation of postsynaptic specialization assembly"
"GO:0032772","negative regulation of monophenol monooxygenase activity"
"GO:0002638","negative regulation of immunoglobulin production"
"GO:1905230","response to borneol"
"GO:0010371","regulation of gibberellin biosynthetic process"
"GO:0002320","lymphoid progenitor cell differentiation"
"GO:1905316","superior endocardial cushion morphogenesis"
"GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"
"GO:1900803","brevianamide F metabolic process"
"GO:1901055","trimethylenediamine metabolic process"
"GO:1990437","snRNA 2'-O-methylation"
"GO:0097195","pilomotor reflex"
"GO:0070723","response to cholesterol"
"GO:0003140","determination of left/right asymmetry in lateral mesoderm"
"GO:0060498","retinoic acid receptor signaling pathway involved in lung bud formation"
"GO:0052163","modulation by symbiont of defense-related host nitric oxide production"
"GO:0021934","hindbrain tangential cell migration"
"GO:0038165","oncostatin-M-mediated signaling pathway"
"GO:0034625","fatty acid elongation, monounsaturated fatty acid"
"GO:0093002","response to nematicide"
"GO:0032323","lipoate catabolic process"
"GO:0030952","establishment or maintenance of cytoskeleton polarity"
"GO:2000977","regulation of forebrain neuron differentiation"
"GO:0032820","regulation of natural killer cell proliferation involved in immune response"
"GO:0046639","negative regulation of alpha-beta T cell differentiation"
"GO:0060389","pathway-restricted SMAD protein phosphorylation"
"GO:0015787","UDP-glucuronic acid transmembrane transport"
"GO:0051549","positive regulation of keratinocyte migration"
"GO:0002326","B cell lineage commitment"
"GO:0017190","N-terminal peptidyl-aspartic acid acetylation"
"GO:0061715","miRNA 2'-O-methylation"
"GO:0021536","diencephalon development"
"GO:2001309","gliotoxin catabolic process"
"GO:0045196","establishment or maintenance of neuroblast polarity"
"GO:0016336","establishment or maintenance of polarity of larval imaginal disc epithelium"
"GO:2000492","regulation of interleukin-18-mediated signaling pathway"
"GO:1902888","protein localization to astral microtubule"
"GO:0033527","tetrapyrrole biosynthetic process from glycine and succinyl-CoA"
"GO:0030902","hindbrain development"
"GO:0003181","atrioventricular valve morphogenesis"
"GO:0042476","odontogenesis"
"GO:0048664","neuron fate determination"
"GO:0043090","amino acid import"
"GO:0002087","regulation of respiratory gaseous exchange by neurological system process"
"GO:0002128","tRNA nucleoside ribose methylation"
"GO:1900234","regulation of Kit signaling pathway"
"GO:0090355","positive regulation of auxin metabolic process"
"GO:0017197","N-terminal peptidyl-proline acetylation"
"GO:0089703","L-aspartate transmembrane export from vacuole"
"GO:0001569","branching involved in blood vessel morphogenesis"
"GO:0071963","establishment or maintenance of cell polarity regulating cell shape"
"GO:0002321","natural killer cell progenitor differentiation"
"GO:0019074","viral RNA genome packaging"
"GO:0036059","nephrocyte diaphragm assembly"
"GO:0007405","neuroblast proliferation"
"GO:2000358","positive regulation of kidney smooth muscle cell differentiation"
"GO:0016332","establishment or maintenance of polarity of embryonic epithelium"
"GO:0006896","Golgi to vacuole transport"
"GO:0003274","endocardial cushion fusion"
"GO:0015804","neutral amino acid transport"
"GO:0005988","lactose metabolic process"
"GO:0017193","N-terminal peptidyl-glycine acetylation"
"GO:0101024","nuclear membrane organization involved in mitotic nuclear division"
"GO:1905372","ceramide phosphoethanolamine catabolic process"
"GO:2001229","negative regulation of response to gamma radiation"
"GO:0044759","negative regulation by symbiont of host synaptic transmission"
"GO:2000379","positive regulation of reactive oxygen species metabolic process"
"GO:0070099","regulation of chemokine-mediated signaling pathway"
"GO:0060312","regulation of blood vessel remodeling"
"GO:0048672","positive regulation of collateral sprouting"
"GO:0030961","peptidyl-arginine hydroxylation"
"GO:0045564","positive regulation of TRAIL receptor biosynthetic process"
"GO:2000605","positive regulation of secondary growth"
"GO:0106047","polyamine deacetylation"
"GO:0009445","putrescine metabolic process"
"GO:0003430","growth plate cartilage chondrocyte growth"
"GO:0046514","ceramide catabolic process"
"GO:0010198","synergid death"
"GO:0009595","detection of biotic stimulus"
"GO:1901666","positive regulation of NAD+ ADP-ribosyltransferase activity"
"GO:0006546","glycine catabolic process"
"GO:0048894","efferent axon development in a lateral line nerve"
"GO:0071266","'de novo' L-methionine biosynthetic process"
"GO:0002483","antigen processing and presentation of endogenous peptide antigen"
"GO:0048678","response to axon injury"
"GO:0007369","gastrulation"
"GO:0044794","positive regulation by host of viral process"
"GO:0033278","cell proliferation in midbrain"
"GO:0015782","CMP-N-acetylneuraminate transmembrane transport"
"GO:0070028","regulation of transcription by carbon monoxide"
"GO:0061452","retrotrapezoid nucleus neuron differentiation"
"GO:0080178","5-carbamoylmethyl uridine residue modification"
"GO:0001986","negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure"
"GO:0017189","N-terminal peptidyl-alanine acetylation"
"GO:0061163","endoplasmic reticulum polarization"
"GO:0006561","proline biosynthetic process"
"GO:0060484","lung-associated mesenchyme development"
"GO:0002666","positive regulation of T cell tolerance induction"
"GO:0030328","prenylcysteine catabolic process"
"GO:0008216","spermidine metabolic process"
"GO:0070758","regulation of interleukin-35-mediated signaling pathway"
"GO:0031016","pancreas development"
"GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II"
"GO:1900539","fumonisin metabolic process"
"GO:0071542","dopaminergic neuron differentiation"
"GO:0010718","positive regulation of epithelial to mesenchymal transition"
"GO:1901243","ATPase-coupled methionine transmembrane transporter activity"
"GO:0002939","tRNA N1-guanine methylation"
"GO:1905841","response to oxidopamine"
"GO:0075199","positive regulation of symbiont haustorium neck formation for entry into host"
"GO:0035490","regulation of leukotriene production involved in inflammatory response"
"GO:0021513","spinal cord dorsal/ventral patterning"
"GO:1904565","response to 1-oleoyl-sn-glycerol 3-phosphate"
"GO:0060434","bronchus morphogenesis"
"GO:0021825","substrate-dependent cerebral cortex tangential migration"
"GO:0048598","embryonic morphogenesis"
"GO:1905702","regulation of inhibitory synapse assembly"
"GO:1902211","regulation of prolactin signaling pathway"
"GO:1902347","response to strigolactone"
"GO:0017194","N-terminal peptidyl-isoleucine acetylation"
"GO:0072147","glomerular parietal epithelial cell fate commitment"
"GO:1904339","negative regulation of dopaminergic neuron differentiation"
"GO:0008215","spermine metabolic process"
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process"
"GO:1900934","positive regulation of nonadec-1-ene metabolic process"
"GO:0048714","positive regulation of oligodendrocyte differentiation"
"GO:0008065","establishment of blood-nerve barrier"
"GO:0033526","tetrapyrrole biosynthetic process from glutamate"
"GO:2000446","regulation of macrophage migration inhibitory factor signaling pathway"
"GO:0000494","box C/D snoRNA 3'-end processing"
"GO:0070103","regulation of interleukin-6-mediated signaling pathway"
"GO:1903177","negative regulation of tyrosine 3-monooxygenase activity"
"GO:0002651","positive regulation of tolerance induction to self antigen"
"GO:0002900","positive regulation of central B cell deletion"
"GO:1903615","positive regulation of protein tyrosine phosphatase activity"
"GO:0045596","negative regulation of cell differentiation"
"GO:0051598","meiotic recombination checkpoint"
"GO:2000729","positive regulation of mesenchymal cell proliferation involved in ureter development"
"GO:0002946","tRNA C5-cytosine methylation"
"GO:0030162","regulation of proteolysis"
"GO:0002325","natural killer cell differentiation involved in immune response"
"GO:1904644","cellular response to curcumin"
"GO:1901499","response to hexane"
"GO:0021856","hypothalamic tangential migration using cell-axon interactions"
"GO:1904059","regulation of locomotor rhythm"
"GO:0046882","negative regulation of follicle-stimulating hormone secretion"
"GO:0098743","cell aggregation"
"GO:0120080","negative regulation of microfilament motor activity"
"GO:0061339","establishment or maintenance of monopolar cell polarity"
"GO:0051138","positive regulation of NK T cell differentiation"
"GO:0070107","regulation of interleukin-27-mediated signaling pathway"
"GO:0042178","xenobiotic catabolic process"
"GO:0097051","establishment of protein localization to endoplasmic reticulum membrane"
"GO:1900785","naphtho-gamma-pyrone metabolic process"
"GO:0000717","nucleotide-excision repair, DNA duplex unwinding"
"GO:0090329","regulation of DNA-dependent DNA replication"
"GO:0043390","aflatoxin B1 metabolic process"
"GO:0007117","budding cell bud growth"
"GO:0018882","(+)-camphor metabolic process"
"GO:0061772","drug transport across blood-nerve barrier"
"GO:0001777","T cell homeostatic proliferation"
"GO:1900603","tensidol A metabolic process"
"GO:0008334","histone mRNA metabolic process"
"GO:0097084","vascular smooth muscle cell development"
"GO:0034088","maintenance of mitotic sister chromatid cohesion"
"GO:1901870","ecgonone methyl ester metabolic process"
"GO:1904044","response to aldosterone"
"GO:0071550","death-inducing signaling complex assembly"
"GO:0098876","vesicle-mediated transport to the plasma membrane"
"GO:0043388","positive regulation of DNA binding"
"GO:0032276","regulation of gonadotropin secretion"
"GO:1905222","atrioventricular canal morphogenesis"
"GO:0061738","late endosomal microautophagy"
"GO:0061744","motor behavior"
"GO:0000735","removal of nonhomologous ends"
"GO:0043305","negative regulation of mast cell degranulation"
"GO:0070175","positive regulation of enamel mineralization"
"GO:0009670","triose-phosphate:phosphate antiporter activity"
"GO:1902020","negative regulation of cilium-dependent cell motility"
"GO:1904839","negative regulation of male germ-line stem cell asymmetric division"
"GO:0061031","endodermal digestive tract morphogenesis"
"GO:0071930","negative regulation of transcription involved in G1/S transition of mitotic cell cycle"
"GO:0032335","regulation of activin secretion"
"GO:1904589","regulation of protein import"
"GO:0051256","mitotic spindle midzone assembly"
"GO:0030046","parallel actin filament bundle assembly"
"GO:0086101","endothelin receptor signaling pathway involved in heart process"
"GO:0043320","natural killer cell degranulation"
"GO:0043353","enucleate erythrocyte differentiation"
"GO:1902975","mitotic DNA replication initiation"
"GO:0071622","regulation of granulocyte chemotaxis"
"GO:0048293","regulation of isotype switching to IgE isotypes"
"GO:0036072","direct ossification"
"GO:0046618","drug export"
"GO:1900810","helvolic acid metabolic process"
"GO:0018916","nitrobenzene metabolic process"
"GO:1902049","neosartoricin catabolic process"
"GO:0045829","negative regulation of isotype switching"
"GO:0002246","wound healing involved in inflammatory response"
"GO:0043497","regulation of protein heterodimerization activity"
"GO:1905335","regulation of aggrephagy"
"GO:1904832","negative regulation of removal of superoxide radicals"
"GO:0032882","regulation of chitin metabolic process"
"GO:0044872","lipoprotein localization"
"GO:1903373","positive regulation of endoplasmic reticulum tubular network organization"
"GO:0051955","regulation of amino acid transport"
"GO:0090119","vesicle-mediated cholesterol transport"
"GO:0061100","lung neuroendocrine cell differentiation"
"GO:1904106","protein localization to microvillus"
"GO:0097296","activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"
"GO:1901257","negative regulation of macrophage colony-stimulating factor production"
"GO:2000250","negative regulation of actin cytoskeleton reorganization"
"GO:0007318","pole plasm protein localization"
"GO:1904415","regulation of xenophagy"
"GO:0015695","organic cation transport"
"GO:0033396","beta-alanine biosynthetic process via 3-ureidopropionate"
"GO:0106064","regulation of cobalamin metabolic process"
"GO:0015893","drug transport"
"GO:0071048","nuclear retention of unspliced pre-mRNA at the site of transcription"
"GO:0080188","RNA-directed DNA methylation"
"GO:2001305","xanthone-containing compound metabolic process"
"GO:0002262","myeloid cell homeostasis"
"GO:0018284","iron incorporation into protein via tetrakis-L-cysteinyl iron"
"GO:1900383","regulation of synaptic plasticity by receptor localization to synapse"
"GO:0071466","cellular response to xenobiotic stimulus"
"GO:1901030","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"GO:0003106","negative regulation of glomerular filtration by angiotensin"
"GO:0006169","adenosine salvage"
"GO:0060165","regulation of timing of subpallium neuron differentiation"
"GO:0098927","vesicle-mediated transport between endosomal compartments"
"GO:0060858","vesicle-mediated transport involved in floral organ abscission"
"GO:0061613","glycolytic process from glycerol"
"GO:0048820","hair follicle maturation"
"GO:0048087","positive regulation of developmental pigmentation"
"GO:0016488","farnesol catabolic process"
"GO:0036305","ameloblast differentiation"
"GO:0030282","bone mineralization"
"GO:0014895","smooth muscle hypertrophy"
"GO:0021530","spinal cord oligodendrocyte cell fate specification"
"GO:0035106","operant conditioning"
"GO:0045149","acetoin metabolic process"
"GO:0046326","positive regulation of glucose import"
"GO:0032471","negative regulation of endoplasmic reticulum calcium ion concentration"
"GO:1905024","regulation of membrane repolarization during ventricular cardiac muscle cell action potential"
